FID,name
1294,QT
1295,QT
1296,QT
1297,QT
1298,QT
1299,QT
1300,QT
1301,QT
1302,QT
1303,QT
1304,QT
1305,QT
1306,QT
1307,QT
1308,QT
1309,QT
1310,QT
1311,QT
1312,QT
1313,QT
1314,QT
1315,QT
1316,QT
1317,QT
1318,QT
1319,QT
1320,QT
1321,QT
1322,QT
1323,QT
1324,QT
1325,QT
1326,QT
1327,QT
1328,QT
1329,QT
1330,QT
1331,QT
1332,QT
1333,QT
1334,QT
1335,QT
1336,QT
1337,QT
1338,QT
1339,QT
1340,QT
1341,QT
1342,QT
1343,QT
1344,QT
1345,QT
1346,QT
1347,QT
1348,QT
1349,QT
1350,QT
1351,QT
1352,QT
1353,QT
1354,QT
1355,QT
1356,QT
1357,QT
1358,QT
1359,QT
1360,QT
1361,QT
1362,QT
1363,QT
1364,QT
1365,QT
1366,QT
1367,QT
1368,QT
1369,QT
1370,QT
1371,QT
1372,QT
1373,QT
1374,QT
1375,QT
1376,QT
1377,QT
1378,QT
1379,QT
1380,QT
1381,QT
1382,QT
1383,QT
1384,QT
1385,QT
1386,QT
1387,QT
1388,GD
1389,GD
1390,GD
1391,QT
1392,QT
1393,QT
1394,QT
1395,QT
1396,QT
1397,QT
1398,QT
1399,QT
1400,QT
1401,QT
1402,QT
1403,QT
1404,QT
1405,QT
1406,QT
1407,QT
1408,QT
1409,QT
1410,QT
1411,QT
1412,QT
1413,QT
1414,QT
1415,QT
1416,QT
1417,QT
1418,QT
1419,QT
1420,QT
1421,QT
1422,QT
1423,QT
1424,QT
1425,QT
1426,QT
1427,QT
1428,QT
1429,QT
1430,QT
1431,QT
1432,QT
1433,QT
1434,QT
1435,QT
1436,QT
1437,QT
1438,QT
1439,QT
1440,QT
1441,QT
1442,QT
1443,QT
1444,QT
1445,QT
1446,QT
1447,QT
1448,QT
1449,QT
1450,QT
1451,QT
1452,QT
1453,QT
1454,QT
1455,QT
1456,QT
1457,QT
1458,QT
1459,QT
1460,QT
1461,QT
1462,QT
1463,QT
1464,QT
1465,QT
1466,QT
1467,QT
1468,QT
1469,QT
1470,QT
1471,QT
1472,QT
1473,QT
1474,QT
1475,QT
1476,QT
1477,QT
1478,QT
1479,QT
1480,QT
1481,QT
1482,QT
1483,QT
1484,QT
1485,QT
1486,QT
1487,QT
1488,QT
1489,QT
1490,QT
1491,QT
1492,QT
1493,QT
1494,QT
1495,QT
1496,QT
1497,QT
1498,QT
1499,QT
1500,QT
1501,QT
1502,QT
1503,QT
1504,QT
1505,QT
1506,QT
1507,QT
1508,QT
1509,QT
1510,QT
1511,QT
1512,QT
1513,QT
1514,QT
1515,QT
1516,QT
1517,QT
1518,QT
1519,QT
1520,QT
1521,QT
1522,QT
1523,QT
1524,QT
1525,QT
1526,QT
1527,QT
1528,QT
1529,QT
1530,QT
1531,GD
1532,GD
1533,GD
1534,GD
1535,QT
1536,QT
1537,QT
1538,QT
1539,QT
1540,QT
1541,QT
1542,QT
1543,QT
1544,QT
1545,QT
1546,QT
1547,QT
1548,QT
1549,QT
1550,QT
1551,QT
1552,QT
1553,QT
1554,QT
1555,QT
1556,QT
1557,QT
1558,QT
1559,QT
1560,QT
1561,QT
1562,QT
1563,QT
1564,QT
1565,QT
1566,QT
1567,QT
1568,QT
1569,QT
1570,QT
1571,QT
1572,QT
1573,QT
1574,QT
1575,QT
1576,QT
1577,QT
1578,QT
1579,QT
1580,QT
1581,QT
1582,QT
1583,QT
1584,QT
1585,QT
1586,QT
1587,QT
1588,QT
1589,QT
1590,QT
1591,QT
1592,QT
1593,QT
1594,QT
1595,QT
1596,QT
1597,QT
1598,QT
1599,QT
1600,QT
1601,QT
1602,QT
1603,QT
1604,QT
1605,QT
1606,QT
1607,QT
1608,QT
1609,QT
1610,QT
1611,QT
1612,QT
1613,QT
1614,QT
1615,QT
1616,QT
1617,QT
1618,QT
1619,QT
1620,QT
1621,QT
1622,QT
1623,QT
1624,QT
1625,QT
1626,QT
1627,QT
1628,QT
1629,QT
1630,QT
1631,QT
1632,QT
1633,QT
1634,QT
1635,QT
1636,QT
1637,QT
1638,QT
1639,QT
1640,QT
1641,QT
1642,QT
1643,QT
1644,QT
1645,QT
1646,QT
1647,QT
1648,QT
1649,QT
1650,YN
1651,YN
1652,YN
1653,QT
1654,QT
1655,QT
1656,QT
1657,QT
1658,QT
1659,QT
1660,QT
1661,QT
1662,QT
1663,QT
1664,QT
1665,QT
1666,QT
1667,QT
1668,QT
1669,QT
1670,QT
1671,QT
1672,QT
1673,GX
1674,GX
1675,GD
1676,GD
1677,GD
1678,GD
1679,QT
1680,QT
1681,QT
1682,QT
1683,QT
1684,QT
1685,QT
1686,QT
1687,QT
1688,QT
1689,QT
1690,QT
1691,QT
1692,QT
1693,QT
1694,QT
1695,QT
1696,QT
1697,QT
1698,QT
1699,QT
1700,QT
1701,QT
1702,QT
1703,QT
1704,QT
1705,QT
1706,QT
1707,QT
1708,QT
1709,QT
1710,QT
1711,QT
1712,QT
1713,QT
1714,QT
1715,QT
1716,QT
1717,QT
1718,QT
1719,QT
1720,QT
1721,QT
1722,QT
1723,QT
1724,QT
1725,QT
1726,QT
1727,QT
1728,QT
1729,QT
1730,QT
1731,QT
1732,QT
1733,QT
1734,QT
1735,QT
1736,QT
1737,QT
1738,QT
1739,QT
1740,QT
1741,QT
1742,QT
1743,QT
1744,QT
1745,QT
1746,QT
1747,QT
1748,QT
1749,QT
1750,QT
1751,QT
1752,QT
1753,QT
1754,QT
1755,QT
1756,QT
1757,QT
1758,QT
1759,QT
1760,QT
1761,QT
1762,QT
1763,QT
1764,QT
1765,QT
1766,QT
1767,QT
1768,QT
1769,QT
1770,QT
1771,QT
1772,QT
1773,QT
1774,QT
1775,QT
1776,QT
1777,QT
1778,QT
1779,QT
1780,QT
1781,QT
1782,QT
1783,QT
1784,QT
1785,QT
1786,QT
1787,QT
1788,QT
1789,QT
1790,QT
1791,YN
1792,YN
1793,YN
1794,YN
1795,YN
1796,YN
1797,QT
1798,QT
1799,QT
1800,QT
1801,QT
1802,QT
1803,QT
1804,QT
1805,QT
1806,QT
1807,QT
1808,QT
1809,QT
1810,QT
1811,QT
1812,QT
1813,QT
1814,GX
1815,GX
1816,QT
1817,GX
1818,GX
1819,GD
1820,GD
1821,GD
1822,GD
1823,GD
1824,QT
1825,QT
1826,QT
1827,QT
1828,QT
1829,QT
1830,QT
1831,QT
1832,QT
1833,QT
1834,QT
1835,QT
1836,QT
1837,QT
1838,QT
1839,QT
1840,GD
1841,QT
1842,QT
1843,QT
1844,QT
1845,QT
1846,QT
1847,QT
1848,QT
1849,QT
1850,QT
1851,QT
1852,QT
1853,QT
1854,QT
1855,QT
1856,QT
1857,QT
1858,QT
1859,QT
1860,QT
1861,QT
1862,QT
1863,QT
1864,QT
1865,QT
1866,QT
1867,QT
1868,QT
1869,QT
1870,QT
1871,QT
1872,QT
1873,QT
1874,QT
1875,QT
1876,QT
1877,QT
1878,QT
1879,QT
1880,QT
1881,QT
1882,QT
1883,QT
1884,QT
1885,QT
1886,QT
1887,QT
1888,QT
1889,QT
1890,QT
1891,QT
1892,QT
1893,QT
1894,QT
1895,QT
1896,QT
1897,QT
1898,QT
1899,QT
1900,QT
1901,QT
1902,QT
1903,QT
1904,QT
1905,QT
1906,QT
1907,QT
1908,QT
1909,QT
1910,QT
1911,QT
1912,QT
1913,QT
1914,QT
1915,QT
1916,QT
1917,QT
1918,QT
1919,QT
1920,QT
1921,QT
1922,QT
1923,QT
1924,QT
1925,QT
1926,QT
1927,QT
1928,QT
1929,QT
1930,QT
1931,QT
1932,QT
1933,QT
1934,QT
1935,YN
1936,YN
1937,YN
1938,YN
1939,YN
1940,YN
1941,QT
1942,QT
1943,QT
1944,QT
1945,QT
1946,QT
1947,QT
1948,QT
1949,QT
1950,QT
1951,QT
1952,QT
1953,QT
1954,QT
1955,GX
1956,GX
1957,GX
1958,GX
1959,GX
1960,GX
1961,GX
1962,GX
1963,GD
1964,GD
1965,GD
1966,GD
1967,GD
1968,GD
1969,GD
1970,GD
1971,GD
1972,GD
1973,QT
1974,QT
1975,QT
1976,QT
1977,QT
1978,QT
1979,QT
1980,QT
1981,QT
1982,QT
1983,QT
1984,QT
1985,QT
1986,QT
1987,QT
1988,QT
1989,QT
1990,QT
1991,QT
1992,QT
1993,QT
1994,QT
1995,QT
1996,QT
1997,QT
1998,QT
1999,QT
2000,QT
2001,QT
2002,QT
2003,QT
2004,QT
2005,QT
2006,QT
2007,QT
2008,QT
2009,QT
2010,QT
2011,QT
2012,QT
2013,QT
2014,QT
2015,QT
2016,QT
2017,QT
2018,QT
2019,QT
2020,QT
2021,QT
2022,QT
2023,QT
2024,QT
2025,QT
2026,QT
2027,QT
2028,QT
2029,QT
2030,QT
2031,QT
2032,QT
2033,QT
2034,QT
2035,QT
2036,QT
2037,QT
2038,QT
2039,QT
2040,QT
2041,QT
2042,QT
2043,QT
2044,QT
2045,QT
2046,QT
2047,QT
2048,QT
2049,QT
2050,QT
2051,QT
2052,QT
2053,QT
2054,QT
2055,QT
2056,QT
2057,QT
2058,QT
2059,QT
2060,QT
2061,QT
2062,QT
2063,QT
2064,QT
2065,QT
2066,QT
2067,QT
2068,QT
2069,QT
2070,QT
2071,QT
2072,QT
2073,QT
2074,QT
2075,QT
2076,YN
2077,YN
2078,YN
2079,YN
2080,YN
2081,YN
2082,YN
2083,YN
2084,YN
2085,QT
2086,QT
2087,QT
2088,QT
2089,QT
2090,QT
2091,QT
2092,QT
2093,QT
2094,QT
2095,QT
2096,QT
2097,QT
2098,GX
2099,GX
2100,GX
2101,GX
2102,GX
2103,GX
2104,GX
2105,GX
2106,GX
2107,GX
2108,GD
2109,GD
2110,GD
2111,GD
2112,GD
2113,GD
2114,GD
2115,GD
2116,GD
2117,GD
2118,QT
2119,QT
2120,QT
2121,QT
2122,QT
2123,QT
2124,QT
2125,QT
2126,QT
2127,QT
2128,QT
2129,QT
2130,QT
2131,QT
2132,QT
2133,QT
2134,QT
2135,QT
2136,QT
2137,QT
2138,QT
2139,QT
2140,QT
2141,QT
2142,QT
2143,QT
2144,QT
2145,QT
2146,QT
2147,QT
2148,QT
2149,QT
2150,QT
2151,QT
2152,QT
2153,QT
2154,QT
2155,QT
2156,QT
2157,QT
2158,QT
2159,QT
2160,QT
2161,QT
2162,QT
2163,QT
2164,QT
2165,QT
2166,QT
2167,QT
2168,QT
2169,QT
2170,QT
2171,QT
2172,QT
2173,QT
2174,QT
2175,QT
2176,QT
2177,QT
2178,QT
2179,QT
2180,QT
2181,QT
2182,QT
2183,QT
2184,QT
2185,QT
2186,QT
2187,QT
2188,QT
2189,QT
2190,QT
2191,QT
2192,QT
2193,QT
2194,QT
2195,QT
2196,QT
2197,QT
2198,QT
2199,QT
2200,QT
2201,QT
2202,QT
2203,QT
2204,QT
2205,QT
2206,QT
2207,QT
2208,QT
2209,QT
2210,QT
2211,QT
2212,QT
2213,QT
2214,QT
2215,QT
2216,QT
2217,QT
2218,QT
2219,QT
2220,QT
2221,YN
2222,YN
2223,YN
2224,YN
2225,YN
2226,YN
2227,YN
2228,YN
2229,YN
2230,YN
2231,YN
2232,YN
2233,YN
2234,YN
2235,QT
2236,QT
2237,QT
2238,QT
2239,QT
2240,QT
2241,QT
2242,GX
2243,GX
2244,GX
2245,GX
2246,GX
2247,GX
2248,GX
2249,GX
2250,GX
2251,GX
2252,GX
2253,GD
2254,GD
2255,GD
2256,GD
2257,GD
2258,GD
2259,GD
2260,GD
2261,GD
2262,GD
2263,GD
2264,GD
2265,QT
2266,QT
2267,QT
2268,QT
2269,QT
2270,QT
2271,QT
2272,QT
2273,QT
2274,QT
2275,QT
2276,QT
2277,QT
2278,QT
2279,QT
2280,QT
2281,QT
2282,QT
2283,QT
2284,QT
2285,QT
2286,QT
2287,QT
2288,QT
2289,QT
2290,QT
2291,QT
2292,QT
2293,QT
2294,QT
2295,QT
2296,QT
2297,QT
2298,QT
2299,QT
2300,QT
2301,QT
2302,QT
2303,QT
2304,QT
2305,QT
2306,QT
2307,QT
2308,QT
2309,QT
2310,QT
2311,QT
2312,QT
2313,QT
2314,QT
2315,QT
2316,QT
2317,QT
2318,QT
2319,QT
2320,QT
2321,QT
2322,QT
2323,QT
2324,QT
2325,QT
2326,QT
2327,QT
2328,QT
2329,QT
2330,QT
2331,QT
2332,QT
2333,QT
2334,QT
2335,QT
2336,QT
2337,QT
2338,QT
2339,QT
2340,QT
2341,QT
2342,QT
2343,QT
2344,QT
2345,QT
2346,QT
2347,QT
2348,QT
2349,QT
2350,QT
2351,QT
2352,QT
2353,QT
2354,QT
2355,QT
2356,QT
2357,QT
2358,QT
2359,QT
2360,QT
2361,QT
2362,QT
2363,QT
2364,QT
2365,YN
2366,YN
2367,YN
2368,YN
2369,YN
2370,YN
2371,YN
2372,YN
2373,YN
2374,YN
2375,YN
2376,YN
2377,YN
2378,YN
2379,YN
2380,YN
2381,YN
2382,QT
2383,QT
2384,GX
2385,GX
2386,GX
2387,GX
2388,GX
2389,GX
2390,GX
2391,GX
2392,GX
2393,GX
2394,GX
2395,GX
2396,GX
2397,GX
2398,GD
2399,GD
2400,GD
2401,GD
2402,GD
2403,GD
2404,GD
2405,GD
2406,GD
2407,GD
2408,QT
2409,QT
2410,QT
2411,QT
2412,QT
2413,QT
2414,QT
2415,QT
2416,QT
2417,QT
2418,QT
2419,QT
2420,QT
2421,QT
2422,QT
2423,QT
2424,QT
2425,QT
2426,QT
2427,QT
2428,QT
2429,QT
2430,QT
2431,QT
2432,QT
2433,QT
2434,QT
2435,QT
2436,QT
2437,QT
2438,QT
2439,QT
2440,QT
2441,QT
2442,QT
2443,QT
2444,QT
2445,QT
2446,QT
2447,QT
2448,QT
2449,QT
2450,QT
2451,QT
2452,QT
2453,QT
2454,QT
2455,QT
2456,QT
2457,QT
2458,QT
2459,QT
2460,QT
2461,QT
2462,QT
2463,QT
2464,QT
2465,QT
2466,QT
2467,QT
2468,QT
2469,QT
2470,QT
2471,QT
2472,QT
2473,QT
2474,QT
2475,QT
2476,QT
2477,QT
2478,QT
2479,QT
2480,QT
2481,QT
2482,QT
2483,QT
2484,QT
2485,QT
2486,QT
2487,QT
2488,QT
2489,QT
2490,QT
2491,QT
2492,QT
2493,QT
2494,QT
2495,QT
2496,QT
2497,QT
